city,state,date_time,shape,duration
Grandview,WA,2016-10-06T04:00:00,circle,1 - 5 minutes
Ottawa,ON,2016-10-06T01:07:00,flash,1 - 5 minutes
Slate Hill,NY,2016-10-06T00:00:00,sphere,121 + minutes
Columbus,OH,2016-10-06T00:00:00,triangle,1 - 5 minutes
Lake Elmo-Oakdale,MN,2016-10-05T22:35:00,circle,< 1 minute
Howell,NJ,2016-10-05T22:30:00,cigar,< 1 minute
Ticonderoga,NY,2016-10-05T22:20:00,rectangle,6 - 10 minutes
Port Richey,FL,2016-10-05T21:25:00,disk,1 - 5 minutes
Destin,FL,2016-10-05T20:00:00,chevron,< 1 minute
Florence,AL,2016-10-05T20:00:00,diamond,16 - 20 minutes
Orem,UT,2016-10-05T19:50:00,circle,< 1 minute
Greenfield,OH,2016-10-05T10:00:00,cigar,< 1 minute
Poland,ME,2016-10-05T00:00:00,sphere,61 - 120 minutes
Williamsport,PA,2016-10-04T23:15:00,flash,< 1 minute
Fort Washington,MD,2016-10-04T22:46:00,fireball,< 1 minute
Boonsboro,MD,2016-10-04T22:37:00,fireball,< 1 minute
Hilton,NY,2016-10-04T22:35:00,circle,< 1 minute
Hanover,MI,2016-10-04T22:16:00,fireball,< 1 minute
Wappingers Falls,NY,2016-10-04T21:26:00,light,1 - 5 minutes
Frederica,DE,2016-10-04T20:00:00,disk,1 - 5 minutes
Brentwood,NH,2016-10-04T19:30:00,circle,6 - 10 minutes
Fairbanks,AK,2016-10-04T18:15:00,unknown,< 1 minute
Branson,MO,2016-10-04T04:00:00,light,1 - 5 minutes
Carrboro,NC,2016-10-04T00:25:00,sphere,< 1 minute
North Vernon,IN,2016-10-03T20:30:00,other,61 - 120 minutes
Laurel,DE,2016-10-03T20:00:00,formation,16 - 20 minutes
Ellsworth,ME,2016-10-03T18:00:00,sphere,1 - 5 minutes
Ellsworth,ME,2016-10-03T18:00:00,triangle,1 - 5 minutes
Saginaw,MN,2016-10-03T17:00:00,rectangle,1 - 5 minutes
Coshocton,OH,2016-10-03T14:25:00,other,1 - 5 minutes
Millington,TN,2016-10-03T07:25:00,disk,< 1 minute
Belchertown,MA,2016-10-03T05:00:00,fireball,1 - 5 minutes
Adairsville,GA,2016-10-03T04:00:00,circle,21 - 30 minutes
Long Beach,CA,2016-10-03T03:00:00,light,6 - 10 minutes
Kettering,OH,2016-10-02T22:45:00,unknown,< 1 minute
Sioux Falls,SD,2016-10-02T22:00:00,disk,< 1 minute
Des Moines,IA,2016-10-02T21:00:00,light,21 - 30 minutes
Murphy,TX,2016-10-02T20:45:00,rectangle,1 - 5 minutes
Bristol,TN,2016-10-02T19:45:00,cone,1 - 5 minutes
Regina,SK,2016-10-02T17:45:00,disk,1 - 5 minutes
Washington,DC,2016-10-02T11:00:00,other,1 - 5 minutes
Reno,NV,2016-10-02T10:44:00,unknown,< 1 minute
Watsonville,CA,2016-10-02T04:50:00,unknown,< 1 minute
Houston,TX,2016-10-02T04:30:00,circle,6 - 10 minutes
Woodruff,SC,2016-10-02T02:00:00,light,1 - 5 minutes
Winnipeg,MB,2016-10-02T01:30:00,light,1 - 5 minutes
Lynnwood,WA,2016-10-02T01:11:00,other,61 - 120 minutes
Iowa City,IA,2016-10-02T00:45:00,light,1 - 5 minutes
Mena,AR,2016-10-02T00:30:00,other,1 - 5 minutes
Waverly,TN,2016-10-02T00:14:00,oval,11 - 15 minutes
Mexico,XX,2016-10-02T00:00:00,unknown,< 1 minute
North Mankato,MN,2016-10-01T22:20:00,chevron,1 - 5 minutes
Long Island,NY,2016-10-01T22:15:00,fireball,< 1 minute
Kenner,LA,2016-10-01T22:00:00,circle,1 - 5 minutes
Central,LA,2016-10-01T22:00:00,fireball,21 - 30 minutes
Whiting,IN,2016-10-01T22:00:00,circle,1 - 5 minutes
Bend,OR,2016-10-01T22:00:00,light,31 - 60 minutes
Laona,WI,2016-10-01T22:00:00,unknown,Unknown
Irvine,CA,2016-10-01T21:45:00,fireball,< 1 minute
Monetta,SC,2016-10-01T21:30:00,other,1 - 5 minutes
Yukon,OK,2016-10-01T21:00:00,flash,< 1 minute
Bucksport,ME,2016-10-01T20:48:00,chevron,1 - 5 minutes
Chula Vista,CA,2016-10-01T20:43:00,triangle,< 1 minute
Plano,TX,2016-10-01T20:41:00,light,21 - 30 minutes
San Jose,CA,2016-10-01T20:35:00,teardrop,< 1 minute
Millsap,TX,2016-10-01T20:35:00,disk,< 1 minute
Candor,NC,2016-10-01T20:30:00,cylinder,61 - 120 minutes
Havre de Grace,MD,2016-10-01T20:10:00,circle,1 - 5 minutes
Graham,WA,2016-10-01T20:00:00,light,1 - 5 minutes
High Ridge,MO,2016-10-01T20:00:00,oval,1 - 5 minutes
Denver,CO,2016-10-01T19:45:00,formation,1 - 5 minutes
Grand Blanc,MI,2016-10-01T19:45:00,light,< 1 minute
Tampa,FL,2016-10-01T19:30:00,light,1 - 5 minutes
Glenrock,WY,2016-10-01T19:30:00,disk,1 - 5 minutes
Phoenix,AZ,2016-10-01T19:30:00,other,1 - 5 minutes
Sullivan,IL,2016-10-01T19:00:00,fireball,1 - 5 minutes
Boulder,CO,2016-10-01T19:00:00,triangle,< 1 minute
Fernley,NV,2016-10-01T18:15:00,cylinder,1 - 5 minutes
West Park,PA,2016-10-01T16:20:00,triangle,< 1 minute
Tallahassee,FL,2016-10-01T15:30:00,circle,< 1 minute
Orlando,FL,2016-10-01T14:50:00,triangle,21 - 30 minutes
Puerto Rico,XX,2016-10-01T13:22:00,disk,1 - 5 minutes
Madera,CA,2016-10-01T12:01:00,unknown,1 - 5 minutes
Geneva,NY,2016-10-01T09:15:00,flash,< 1 minute
Lemitar,NM,2016-10-01T08:33:00,fireball,1 - 5 minutes
Blue Ridge,GA,2016-10-01T08:00:00,other,< 1 minute
Recluse,WY,2016-10-01T06:00:00,light,61 - 120 minutes
Ferndale,WA,2016-10-01T05:30:00,light,6 - 10 minutes
Kenner,LA,2016-10-01T05:30:00,circle,1 - 5 minutes
Saint Augustine,FL,2016-10-01T03:30:00,light,< 1 minute
Minneapolis,MN,2016-10-01T02:00:00,changing,121 + minutes
Santa Rosa Beach,FL,2016-10-01T00:00:00,teardrop,< 1 minute
Saint Augustine,FL,2016-10-01T00:00:00,disk,1 - 5 minutes
Naples,FL,2016-09-30T23:22:00,changing,< 1 minute
Marlton,NJ,2016-09-30T23:15:00,unknown,61 - 120 minutes
Honolulu,HI,2016-09-30T21:34:00,rectangle,1 - 5 minutes
Mooresville,NC,2016-09-30T21:00:00,sphere,21 - 30 minutes
Sault Ste. Marie,ON,2016-09-30T20:45:00,circle,1 - 5 minutes
Arvada,CO,2016-09-30T20:30:00,formation,< 1 minute
Pittsfield,ME,2016-09-30T20:00:00,light,< 1 minute
Oxnard,CA,2016-09-30T19:30:00,unknown,21 - 30 minutes
Eastvale,CA,2016-09-30T19:10:00,light,1 - 5 minutes
Cape Coral,FL,2016-09-30T19:00:00,other,< 1 minute
Las Vegas,NV,2016-09-30T15:30:00,oval,1 - 5 minutes
Weiser,ID,2016-09-30T07:10:00,light,< 1 minute
Sanborn,NY,2016-09-29T23:30:00,oval,6 - 10 minutes
Phenix City,AL,2016-09-29T22:10:00,egg,1 - 5 minutes
Logan,KS,2016-09-29T22:00:00,light,< 1 minute
North Sioux City,SD,2016-09-29T21:00:00,light,< 1 minute
Kennewick,WA,2016-09-29T21:00:00,unknown,< 1 minute
Fresno,CA,2016-09-29T20:00:00,light,1 - 5 minutes
Marietta,GA,2016-09-29T19:16:00,cylinder,1 - 5 minutes
Marietta,GA,2016-09-29T19:15:00,changing,1 - 5 minutes
Idyllwild,CA,2016-09-29T11:45:00,circle,< 1 minute
Canby,OR,2016-09-29T09:00:00,rectangle,< 1 minute
Tampa,FL,2016-09-29T02:30:00,flash,< 1 minute
Lake Charles,LA,2016-09-29T00:00:00,oval,121 + minutes
Overland Park,KS,2016-09-28T23:00:00,fireball,< 1 minute
Boulder,CO,2016-09-28T22:00:00,triangle,< 1 minute
Delano,CA,2016-09-28T21:02:00,other,< 1 minute
Ottawa,ON,2016-09-28T21:00:00,triangle,< 1 minute
Black Mountain,NC,2016-09-28T21:00:00,unknown,1 - 5 minutes
Rexburg,ID,2016-09-28T21:00:00,triangle,< 1 minute
Louisville,KY,2016-09-28T20:44:00,sphere,< 1 minute
Aurora,CO,2016-09-28T20:16:00,light,1 - 5 minutes
Aurora,CO,2016-09-28T20:16:00,circle,1 - 5 minutes
Beaverton,OR,2016-09-28T19:50:00,disk,1 - 5 minutes
England,XX,2016-09-28T19:00:00,changing,< 1 minute
Littleton,CO,2016-09-28T14:30:00,diamond,1 - 5 minutes
Dell Rapids,SD,2016-09-28T13:59:00,flash,< 1 minute
England,XX,2016-09-28T05:45:00,triangle,1 - 5 minutes
Grand Rapids,MI,2016-09-28T03:00:00,sphere,< 1 minute
Redmond,OR,2016-09-27T22:30:00,unknown,< 1 minute
Portugal,XX,2016-09-27T22:20:00,light,1 - 5 minutes
Penfield,NY,2016-09-27T22:00:00,rectangle,1 - 5 minutes
Warner Robins,GA,2016-09-27T22:00:00,light,1 - 5 minutes
Spokane,WA,2016-09-27T21:30:00,unknown,21 - 30 minutes
Keizer,OR,2016-09-27T21:30:00,formation,16 - 20 minutes
Hoquiam,WA,2016-09-27T21:21:00,circle,6 - 10 minutes
St Louis,MO,2016-09-27T21:00:00,flash,< 1 minute
El Monte,CA,2016-09-27T21:00:00,circle,< 1 minute
Claremont,CA,2016-09-27T21:00:00,flash,< 1 minute
Missoula,MT,2016-09-27T20:50:00,fireball,1 - 5 minutes
New Britian,CT,2016-09-27T20:30:00,circle,Unknown
West pittston,PA,2016-09-27T20:15:00,circle,< 1 minute
Beaverton,OR,2016-09-27T19:50:00,disk,1 - 5 minutes
Somerville,NJ,2016-09-27T18:30:00,formation,16 - 20 minutes
Centennial,CO,2016-09-27T17:15:00,circle,6 - 10 minutes
Amarillo,TX,2016-09-27T15:10:00,teardrop,< 1 minute
Monterey,CA,2016-09-27T13:10:00,disk,< 1 minute
Bernville,PA,2016-09-27T10:30:00,triangle,61 - 120 minutes
Navarre,OH,2016-09-27T06:50:00,light,1 - 5 minutes
Newport,AR,2016-09-27T05:30:00,light,< 1 minute
Moss Point,MS,2016-09-27T04:45:00,light,< 1 minute
Palm Beach Gardens,FL,2016-09-27T03:00:00,light,1 - 5 minutes
Lathrop,MO,2016-09-27T01:45:00,unknown,< 1 minute
Roseville,CA,2016-09-27T01:42:00,changing,1 - 5 minutes
North Pole,AK,2016-09-27T01:30:00,unknown,16 - 20 minutes
Cowiche,WA,2016-09-27T01:00:00,fireball,< 1 minute
Orange Park,FL,2016-09-26T23:59:00,triangle,1 - 5 minutes
Buffalo,NY,2016-09-26T23:40:00,unknown,< 1 minute
Providence,RI,2016-09-26T23:26:00,unknown,< 1 minute
Dallas,TX,2016-09-26T21:50:00,light,< 1 minute
Savannah,GA,2016-09-26T21:20:00,fireball,< 1 minute
Napoleonville,LA,2016-09-26T20:00:00,triangle,1 - 5 minutes
Goleta,CA,2016-09-26T19:35:00,other,1 - 5 minutes
Walkertown,NC,2016-09-26T17:40:00,rectangle,1 - 5 minutes
Apple Valley,UT,2016-09-26T16:00:00,changing,121 + minutes
Oakdale,CA,2016-09-26T15:30:00,other,1 - 5 minutes
Rothschild,WI,2016-09-26T14:00:00,triangle,1 - 5 minutes
Antioch,CA,2016-09-26T12:30:00,teardrop,6 - 10 minutes
Sacramento,CA,2016-09-26T11:35:00,oval,1 - 5 minutes
Hollywood,FL,2016-09-26T07:30:00,circle,< 1 minute
Coachella,CA,2016-09-26T05:20:00,circle,< 1 minute
Long Beach,CA,2016-09-26T05:00:00,light,61 - 120 minutes
Aurora,CO,2016-09-26T04:08:00,cigar,< 1 minute
Port Orchard,WA,2016-09-26T03:00:00,triangle,< 1 minute
Palm Beach Garden,FL,2016-09-26T00:00:00,light,1 - 5 minutes
El Mirage,AZ,2016-09-25T23:46:00,circle,6 - 10 minutes
Naugatuck,CT,2016-09-25T23:00:00,light,< 1 minute
San Jose,CA,2016-09-25T22:15:00,rectangle,1 - 5 minutes
Sacramento,CA,2016-09-25T21:30:00,light,6 - 10 minutes
Reston,VA,2016-09-25T21:30:00,circle,< 1 minute
Wetumpka,AL,2016-09-25T20:30:00,light,61 - 120 minutes
Northglenn,CO,2016-09-25T20:19:00,triangle,< 1 minute
Eugene,OR,2016-09-25T20:15:00,triangle,< 1 minute
Bellingham,WA,2016-09-25T20:00:00,circle,< 1 minute
Roseville,CA,2016-09-25T19:47:00,formation,21 - 30 minutes
Rocklin,CA,2016-09-25T19:45:00,unknown,21 - 30 minutes
Rocklin,CA,2016-09-25T19:30:00,unknown,< 1 minute
Cranford,NJ,2016-09-25T17:15:00,sphere,1 - 5 minutes
Wilmington,DE,2016-09-25T15:49:00,circle,21 - 30 minutes
East Brunswick,NJ,2016-09-25T14:00:00,oval,< 1 minute
Pittsburgh,PA,2016-09-25T12:30:00,chevron,< 1 minute
Brandywine,MD,2016-09-25T12:00:00,triangle,6 - 10 minutes
Kansas City,MO,2016-09-25T01:00:00,unknown,61 - 120 minutes
Dayton,TX,2016-09-25T00:09:00,triangle,< 1 minute
Bellingham,WA,2016-09-25T00:00:00,circle,< 1 minute
Montville,OH,2016-09-24T23:50:00,flash,< 1 minute
Stering Heights,MI,2016-09-24T23:30:00,formation,< 1 minute
White Plains,NY,2016-09-24T23:20:00,circle,1 - 5 minutes
Fenton,MI,2016-09-24T23:00:00,triangle,< 1 minute
Cincinnati,OH,2016-09-24T22:45:00,oval,1 - 5 minutes
Long Beach,CA,2016-09-24T22:15:00,formation,< 1 minute
Akron,OH,2016-09-24T22:00:00,formation,1 - 5 minutes
Rutland,MA,2016-09-24T22:00:00,circle,1 - 5 minutes
Niagara Falls,NY,2016-09-24T21:30:00,fireball,1 - 5 minutes
Hamilton,NJ,2016-09-24T21:30:00,formation,1 - 5 minutes
Denver,CO,2016-09-24T21:28:00,triangle,< 1 minute
Cumberland Center,ME,2016-09-24T21:17:00,other,1 - 5 minutes
Macungie,PA,2016-09-24T21:00:00,light,1 - 5 minutes
Lancaster,PA,2016-09-24T21:00:00,circle,11 - 15 minutes
Tigard,OR,2016-09-24T20:45:00,light,< 1 minute
New Holland,OH,2016-09-24T20:45:00,unknown,1 - 5 minutes
Garden City,SC,2016-09-24T20:45:00,other,< 1 minute
Buffalo,NY,2016-09-24T20:15:00,light,1 - 5 minutes
Fairmont,WV,2016-09-24T20:05:00,circle,1 - 5 minutes
Redding,CA,2016-09-24T19:39:00,rectangle,11 - 15 minutes
Oakland,CA,2016-09-24T19:30:00,triangle,1 - 5 minutes
Philadelphia,PA,2016-09-24T19:30:00,light,21 - 30 minutes
South Burlington,VT,2016-09-24T18:15:00,oval,1 - 5 minutes
Toronto,ON,2016-09-24T17:55:00,oval,6 - 10 minutes
Fountain Valley,CA,2016-09-24T08:00:00,triangle,6 - 10 minutes
Silverlake,CA,2016-09-24T07:30:00,cigar,1 - 5 minutes
Lacey,WA,2016-09-24T07:30:00,unknown,1 - 5 minutes
Alice,TX,2016-09-24T04:00:00,light,< 1 minute
Downy,CA,2016-09-24T03:13:00,egg,< 1 minute
Syracuse to Phoenix,NY,2016-09-24T03:00:00,light,61 - 120 minutes
Melbourne Beach,FL,2016-09-24T01:00:00,other,6 - 10 minutes
Cleveland,OH,2016-09-24T00:00:00,fireball,6 - 10 minutes
Indianapolis,IN,2016-09-23T22:00:00,light,1 - 5 minutes
Lilburn,GA,2016-09-23T22:00:00,fireball,1 - 5 minutes
Sarasota,FL,2016-09-23T22:00:00,changing,6 - 10 minutes
Springfield,VA,2016-09-23T21:40:00,circle,1 - 5 minutes
Bradenton,FL,2016-09-23T20:45:00,triangle,1 - 5 minutes
Virginia Beach,VA,2016-09-23T20:32:00,cigar,< 1 minute
Lansing,MI,2016-09-23T20:19:00,light,6 - 10 minutes
Longmont,CO,2016-09-23T19:30:00,light,1 - 5 minutes
Ocoee,FL,2016-09-23T19:10:00,unknown,1 - 5 minutes
Las Vegas,NV,2016-09-23T17:30:00,oval,121 + minutes
Santa Monica,CA,2016-09-22T22:00:00,formation,16 - 20 minutes
Nanaimo,BC,2016-09-22T22:00:00,disk,1 - 5 minutes
Austell,GA,2016-09-22T21:30:00,light,< 1 minute
Glenside,PA,2016-09-22T21:30:00,triangle,1 - 5 minutes
Morristown,TN,2016-09-22T21:10:00,other,6 - 10 minutes
Portland,OR,2016-09-22T20:45:00,sphere,6 - 10 minutes
Temecula,CA,2016-09-22T20:30:00,triangle,< 1 minute
Boston,MA,2016-09-22T19:40:00,light,1 - 5 minutes
Woonsocket,RI,2016-09-22T19:00:00,circle,< 1 minute
Cincinnati,OH,2016-09-22T12:15:00,fireball,< 1 minute
Niagara Falls,ON,2016-09-22T08:45:00,formation,1 - 5 minutes
Athens,GA,2016-09-22T05:50:00,light,< 1 minute
Livingston,NJ,2016-09-22T04:47:00,unknown,< 1 minute
Petersburg,VA,2016-09-22T04:15:00,unknown,61 - 120 minutes
Columbia,SC,2016-09-22T02:02:00,unknown,< 1 minute
Oak Ridge,TN,2016-09-21T23:37:00,circle,61 - 120 minutes
Mebane,NC,2016-09-21T22:14:00,unknown,1 - 5 minutes
Quincy,MA,2016-09-21T22:00:00,oval,< 1 minute
Wilmington,MA,2016-09-21T21:50:00,circle,< 1 minute
Lowell,MA,2016-09-21T21:45:00,fireball,< 1 minute
Nashua,NH,2016-09-21T21:42:00,fireball,< 1 minute
North Brookfield,MA,2016-09-21T21:30:00,oval,1 - 5 minutes
Cicero,NY,2016-09-21T20:30:00,light,1 - 5 minutes
England,XX,2016-09-21T20:30:00,light,6 - 10 minutes
Cicero,NY,2016-09-21T20:15:00,cross,1 - 5 minutes
Cicero,NY,2016-09-21T20:07:00,formation,1 - 5 minutes
North Bend,WA,2016-09-21T20:05:00,flash,< 1 minute
Austin,TX,2016-09-21T19:50:00,unknown,< 1 minute
Nashville,TN,2016-09-21T19:40:00,diamond,< 1 minute
Beaverton,OR,2016-09-21T18:00:00,circle,< 1 minute
Pellville,KY,2016-09-21T17:00:00,diamond,121 + minutes
Buford,GA,2016-09-21T08:20:00,light,1 - 5 minutes
Newport Beach,CA,2016-09-21T05:16:00,fireball,1 - 5 minutes
Newport Beach,CA,2016-09-21T05:16:00,fireball,1 - 5 minutes
Shelbyville,IN,2016-09-21T04:23:00,triangle,121 + minutes
Tea,SD,2016-09-21T02:35:00,fireball,< 1 minute
Springtown,TX,2016-09-20T22:13:00,oval,1 - 5 minutes
Oak Lawn,IL,2016-09-20T22:00:00,light,1 - 5 minutes
Louisville,KY,2016-09-20T21:04:00,sphere,< 1 minute
Elmore County,ID,2016-09-20T21:00:00,light,1 - 5 minutes
Salt Lake City,UT,2016-09-20T21:00:00,triangle,1 - 5 minutes
New York,NY,2016-09-20T21:00:00,light,1 - 5 minutes
Claremont,CA,2016-09-20T21:00:00,unknown,21 - 30 minutes
Salt Lake City,UT,2016-09-20T20:45:00,formation,6 - 10 minutes
Freeland,PA,2016-09-20T20:35:00,light,61 - 120 minutes
Harrisburg,PA,2016-09-20T20:15:00,other,1 - 5 minutes
Amherst,NY,2016-09-20T20:00:00,sphere,1 - 5 minutes
Assumption,MI,2016-09-20T20:00:00,light,16 - 20 minutes
Charleroi,PA,2016-09-20T19:45:00,cylinder,1 - 5 minutes
Burnaby,BC,2016-09-20T19:09:00,circle,< 1 minute
Saint Augustine,FL,2016-09-20T18:00:00,chevron,< 1 minute
Oakville,ON,2016-09-20T16:34:00,sphere,1 - 5 minutes
Conway,AR,2016-09-20T13:00:00,sphere,61 - 120 minutes
Laurel,MD,2016-09-20T10:50:00,chevron,< 1 minute
Thomson,GA,2016-09-20T10:00:00,disk,1 - 5 minutes
Columbus,OH,2016-09-20T06:10:00,chevron,1 - 5 minutes
Bradenton,FL,2016-09-20T05:15:00,other,6 - 10 minutes
Phoenix to Syracuse,NY,2016-09-20T05:00:00,light,61 - 120 minutes
Brookfield,IL,2016-09-20T04:00:00,disk,1 - 5 minutes
Stonington,CT,2016-09-20T01:00:00,circle,21 - 30 minutes
Gila,NM,2016-09-20T01:00:00,oval,< 1 minute
Saucier,MS,2016-09-19T22:00:00,light,121 + minutes
Aumsville,OR,2016-09-19T22:00:00,cross,6 - 10 minutes
Baraboo,WI,2016-09-19T22:00:00,flash,< 1 minute
Oswego,IL,2016-09-19T22:00:00,light,< 1 minute
Loveland,CO,2016-09-19T21:30:00,chevron,< 1 minute
Charlotte,NC,2016-09-19T21:15:00,unknown,< 1 minute
Crandon,WI,2016-09-19T21:00:00,other,6 - 10 minutes
Jasper,GA,2016-09-19T20:47:00,circle,61 - 120 minutes
Pittsfield,MA,2016-09-19T20:05:00,fireball,6 - 10 minutes
Madurai,IN,2016-09-19T20:00:00,fireball,< 1 minute
Cloverdale,NM,2016-09-19T18:22:00,disk,1 - 5 minutes
Powell,TN,2016-09-19T17:50:00,triangle,1 - 5 minutes
Perris,CA,2016-09-19T08:30:00,disk,1 - 5 minutes
San Diego,CA,2016-09-19T03:32:00,triangle,1 - 5 minutes
England,XX,2016-09-18T23:20:00,light,61 - 120 minutes
Las Vegas,NV,2016-09-18T23:00:00,oval,1 - 5 minutes
Tesuque,NM,2016-09-18T22:00:00,light,1 - 5 minutes
India,XX,2016-09-18T22:00:00,flash,61 - 120 minutes
Danforth,IL,2016-09-18T22:00:00,unknown,6 - 10 minutes
Grand Rapids,MI,2016-09-18T21:00:00,light,< 1 minute
Ingersoll,ON,2016-09-18T21:00:00,formation,1 - 5 minutes
Charleston,MO,2016-09-18T21:00:00,unknown,61 - 120 minutes
Cherry Creek,CO,2016-09-18T21:00:00,triangle,< 1 minute
Fort Wayne,IN,2016-09-18T20:52:00,other,1 - 5 minutes
Morongo valley,CA,2016-09-18T20:48:00,unknown,< 1 minute
Oroville,CA,2016-09-18T20:45:00,light,< 1 minute
Manitou Springs,CO,2016-09-18T20:10:00,oval,< 1 minute
Yukon,OK,2016-09-18T19:21:00,light,< 1 minute
Aurora,CO,2016-09-18T19:00:00,other,1 - 5 minutes
Bridgewater,NJ,2016-09-18T15:30:00,rectangle,1 - 5 minutes
Fairbanks,AK,2016-09-18T14:34:00,circle,< 1 minute
Bensalem,PA,2016-09-18T10:00:00,circle,1 - 5 minutes
Tulsa,OK,2016-09-18T08:00:00,triangle,< 1 minute
Hopedale,MA,2016-09-18T05:30:00,circle,1 - 5 minutes
Stamford,CT,2016-09-17T23:30:00,oval,6 - 10 minutes
Miami,FL,2016-09-17T23:15:00,fireball,1 - 5 minutes
Colton,NY,2016-09-17T22:36:00,fireball,1 - 5 minutes
Danville,IN,2016-09-17T21:00:00,triangle,< 1 minute
Summerlin,NV,2016-09-17T20:33:00,changing,16 - 20 minutes
Preston,MD,2016-09-17T20:00:00,light,6 - 10 minutes
Los Alamos,NM,2016-09-17T19:36:00,circle,11 - 15 minutes
Albuquerque,NM,2016-09-17T19:35:00,light,31 - 60 minutes
Durango,CO,2016-09-17T19:30:00,sphere,11 - 15 minutes
Ridgway,CO,2016-09-17T19:00:00,triangle,1 - 5 minutes
Lahaina,HI,2016-09-17T19:00:00,light,1 - 5 minutes
Layton,UT,2016-09-17T10:00:00,triangle,16 - 20 minutes
Oklahoma City,OK,2016-09-17T09:45:00,changing,1 - 5 minutes
Orem,UT,2016-09-17T08:45:00,chevron,< 1 minute
Athens,AL,2016-09-17T00:00:00,oval,< 1 minute
Pittsburg,CA,2016-09-16T23:33:00,light,1 - 5 minutes
Aurora,IN,2016-09-16T22:30:00,light,6 - 10 minutes
Bowmanville,ON,2016-09-16T21:45:00,circle,< 1 minute
Cumberland,MD,2016-09-16T21:40:00,light,1 - 5 minutes
Lewis center,OH,2016-09-16T21:25:00,sphere,< 1 minute
Long Beach,CA,2016-09-16T21:06:00,other,< 1 minute
Grayling,MI,2016-09-16T21:00:00,unknown,< 1 minute
Richlands,NC,2016-09-16T21:00:00,changing,121 + minutes
Frisco,TX,2016-09-16T21:00:00,flash,Unknown
Sylmar,CA,2016-09-16T21:00:00,triangle,< 1 minute
Waterville,ME,2016-09-16T20:45:00,light,< 1 minute
Medford,MA,2016-09-16T20:40:00,light,< 1 minute
Huntington Beach,CA,2016-09-16T20:30:00,chevron,< 1 minute
Ritzville,WA,2016-09-16T20:30:00,unknown,< 1 minute
Baldwinsville,NY,2016-09-16T20:00:00,light,1 - 5 minutes
Bangor,ME,2016-09-16T20:00:00,triangle,1 - 5 minutes
Citrus Heights,CA,2016-09-16T19:50:00,oval,< 1 minute
Minot,ME,2016-09-16T18:40:00,other,1 - 5 minutes
Redding,CA,2016-09-16T14:45:00,cigar,1 - 5 minutes
Charleston,SC,2016-09-16T12:43:00,triangle,Unknown
Marina Del Rey,CA,2016-09-16T10:15:00,light,< 1 minute
Belmont,NC,2016-09-16T04:30:00,other,1 - 5 minutes
Nevada,MO,2016-09-16T02:30:00,unknown,1 - 5 minutes
Grapevine,CA,2016-09-16T00:00:00,triangle,1 - 5 minutes
Benson,AZ,2016-09-15T23:20:00,rectangle,< 1 minute
Stoughton,MA,2016-09-15T22:53:00,circle,1 - 5 minutes
Missoula,MT,2016-09-15T22:15:00,light,< 1 minute
Canby,OR,2016-09-15T22:05:00,light,1 - 5 minutes
Mountain Home,ID,2016-09-15T22:00:00,light,< 1 minute
Hyannis,MA,2016-09-15T21:55:00,sphere,< 1 minute
Bigfork,MT,2016-09-15T21:45:00,fireball,< 1 minute
Wyoming,MI,2016-09-15T21:30:00,unknown,1 - 5 minutes
Bear,DE,2016-09-15T21:30:00,sphere,< 1 minute
Sundre,AB,2016-09-15T21:20:00,light,< 1 minute
Whitefish,MT,2016-09-15T21:15:00,light,< 1 minute
Lakehills,TX,2016-09-15T21:00:00,sphere,21 - 30 minutes
Seagrove,FL,2016-09-15T21:00:00,fireball,21 - 30 minutes
Warren,MI,2016-09-15T20:47:00,light,< 1 minute
Menifee,CA,2016-09-15T20:30:00,fireball,1 - 5 minutes
Spokane Valley,WA,2016-09-15T20:25:00,light,1 - 5 minutes
Baltimore,MD,2016-09-15T19:45:00,fireball,1 - 5 minutes
Farmington,ME,2016-09-15T19:30:00,other,1 - 5 minutes
Smithville,NJ,2016-09-15T19:00:00,triangle,1 - 5 minutes
Warminster,PA,2016-09-15T19:00:00,light,< 1 minute
Hingham,MA,2016-09-15T18:45:00,disk,6 - 10 minutes
Augusta,GA,2016-09-15T18:00:00,light,< 1 minute
Gladwin,MI,2016-09-15T17:15:00,sphere,16 - 20 minutes
Prince William,VA,2016-09-15T14:30:00,disk,< 1 minute
Hamilton,ON,2016-09-15T14:00:00,light,1 - 5 minutes
Knoxville,TN,2016-09-15T07:30:00,light,< 1 minute
Hawkinsville,GA,2016-09-15T05:00:00,light,< 1 minute
Ontario,CA,2016-09-15T04:00:00,other,1 - 5 minutes
Miami,FL,2016-09-15T02:35:00,circle,1 - 5 minutes
San Leandro,CA,2016-09-15T00:00:00,other,121 + minutes
Highland,MI,2016-09-14T22:37:00,other,6 - 10 minutes
Bradenton,FL,2016-09-14T22:30:00,circle,1 - 5 minutes
False Cape State Park,VA,2016-09-14T21:30:00,light,21 - 30 minutes
Soringfield,OH,2016-09-14T21:30:00,light,< 1 minute
Pittsburgh,PA,2016-09-14T21:10:00,light,< 1 minute
Blanchester,OH,2016-09-14T21:00:00,unknown,21 - 30 minutes
Blanchester,OH,2016-09-14T21:00:00,unknown,21 - 30 minutes
Sea Isle City,NJ,2016-09-14T21:00:00,light,< 1 minute
Ocean City,NJ,2016-09-14T20:30:00,light,1 - 5 minutes
O'Fallon,MO,2016-09-14T20:30:00,light,1 - 5 minutes
